index,an_base,nm_programa,nm_producao,nm_subtipo_producao,ds_abstract,nm_discente,nm_area_conhecimento,nm_area_avaliacao,nm_orientador
158359,1997,HISTORIA,A Diplomacia Marginal: Vinculações Políticas entre o Rio Grande do Sul e o Uruguai (1893-1904),Doutorado,"O período que compreende, cronologicamente, as anos de 1893 a 1904 foi caracterizado por uma extrema instabilidade, tamto no que diz respeito ao Rio Grande do Sul quanto no que se refere ao Uruguai. De 1893 qaq 1895, o estado sulino foi abalado pela Revolução Federalista, o grande lance revolucionário que pôs em xeque o ainda instável governo republicano-castilhista. Em 1897, o Uruguai foi convulcionado pela relião ""blaca"", dirigida por Aparício Saraiva, caudilho da fronteira que já havia participado dos sucessos de 1893. Com a mesma caraterização, dar-se-ia  o levante de 1904. O intercru-zamento desses fatos é que nos dará a medida do quanto o relacionamento bilateral foi intenso durante esse período, permitindo, até mesmo, uma retrospectiva histórica dessas vinculações que aparecem distantes no tempo, lá pelo século XVIII. O momento revolu-cionário é significamente interessante de ser abordado visto que a instabilidade política, via de regra, revelou as verdadeiras mazelas dos regimes daqui e de lá, bem como de-terminou as alianças estatégicas entre rio-grandenses e orientais. Na análise do relacio-namento gaúcho-uruguaio uma variável importantíssima e que muito raramente é citada quando se trata do estudo da consolidação da hegemonia castilhista no RS, a diplomacia marginal, localizando-la entre os entreveros internacionais enfrentados pelo estado sulino no período abordado, isto é, de 1893 a 1904.",Ana Luiza Setti Reckziegel,HISTÓRIA,HISTÓRIA,Earle Diniz Macarthy Moreira
158360,1997,HISTORIA,A Política Externa Independente de Jânio Quadros: uma retomada das experiências de Vargas e JK,Mestrado,"Este trabalho tem por objetivo analisar a ""política externa independente"" de Jânio Qua-dros como uma evolução da diplomacia dos governos anteriores: Getúlio Vargas (1951-54) e Juscelino Kubitschek (1956-60).Em 1961, o governo Quadros expandiu as relações comerciais com o Leste Europeu a fim de libertar o País dos tradicionais mercados consumidores dos EUA em função do desenvolvimento. Tal atitude visava adquirir uma posição mais afirmativa e indepen-dente, convertendo o Brasil num importante ator no concerto internacional.",Fátima Brasbiel Castilhos,HISTÓRIA,HISTÓRIA,Sandra Maria Lubisco Brancato
158361,1997,HISTORIA,Visões do Paraíso: Uma Civilização Barroco-Tropical no Sul do Brasil,Mestrado,"O trabalho pode ser dividido em dois momentos fundamentais.  O primeiro, discute as diversas vertentes do trabalho historiográfico com o objetivo de aproximar a produção (privado) e a recepção (público) do conhecimento histórico em busca da excelência nar-rativa, como uma reflexão sobre o papel da História e sua viabilidade como ciência.  O segundo, parte de uma visão particular da história para sinalizar o processo civilizacional no Brasil, como integrante de um processo mais amplo, que teve no barroco-colonial uma alteração importante para as nossas relações sociais.  Acredito ser a História a arte/ciência de se olhar o passado e o que se discute, realmente, é a forma de fazêlo, ou seja, o método.  Mesmo partindo de um distanciamento, na produção e na recepção da história concebo uma catarse: uma catarse, individual e privada, do historiador e uma catarse, coletiva e pública, do leitor.  A História é o instrumento de que me sirvo para pensar a realidade brasileira e encontrar no presente o que se lê apenas no passado.  Como minha atenção é extremamente visual, utilizo noções da Antropologia e da Muse-ologia para completar meus quadros explicativos.  Conjugados, todos os instrumentos perfazem uma imagem mental e, por isso, minhas fontes também são a literatura e o jor-nal.  A leitura, e seu significado aparente ou oculto, de textos oficiais ou populares, de filmes ou novelas, enfim a tecitura mesmo do relacionamento humano seja em que nível for, político, econômico ou cultural, nos dá a medida do que somos.  Pretender englobá-los sob uma fachada científica ou artística é ilusório, melhor é tentar aliar as suas coisas, digo assim porque a quimera de verdade permanece.  O que sobra é apenas uma inter-pretação, sempre fragmentária e nunca imparcial.Foi este suporte teórico que utilizei para pensar a sociedade brasileira compondo o que chamei de civilização barroco-tropical: uma visão de mundo peculiar a um momento histórico e, além disso, um processo que ultrapassa qualquer fronteira e parece instalar-se na mentalidade de uma nação, o Brasil.  A civilidade imposta pelos Códigos de Postu-ra, pela literatura de auto-ajuda, pela educação familiar e oficial e, hoje, também pela mídia televisiva, revela o que Elias chama de educação dos sentimentos, que ele desco-bre nos hábitos de corte franceses desde a Idade Média, um processo que não tem tér-mino, pois é a viagem do homem pelo planeta.  São códigos a assinalar a direção de um caminho e de uma nova maneira de ser e de viver no mundo.  Da idade Média, o pro-cesso civilizacional fundamentado na cortesia e na civilidade francesas se espraia pelo mundo como um projeto de modernidade, que no Brasil se viabiliza através de coloniza-ção portuguesa.A modernidade instaurada no Brasil permite perceber como a civilização ocidental tem aqui uma coloração barroca: no claro e escuro exuberante das terras e das gentes e na cortesia fundada na aparência de nossa legislação, que ampara o discurso moderno en-quanto disfarça a prática tradicional.  Aqui no Sul, também se percebe a influência civili-zacional portuguesa mesmo sobre os imigrantes alemães e italianos.  Se pensarmos nos-sa diferença em relação ao resto do Brasil pela imigração ou pelas guerras de fronteira, podemos perceber nossa semelhança pela docilidade lusitana a acalmar o que essa inte-gração trouxe de anguloso, de duro, de hirto.  Existe uma lógica própria em nossa civili-zação que foge aos paradigmas racionais.  Tentar explicar o Brasil por eles é sempre apontar falhas, faltas, laranjas, corruptos e, o que é pior, não resolve nada.  Entendo o Brasil por um \dês sincrético, o nosso modo próprio de ser, com sua origem claramente definida em nosso processo colonial, cujas raizes não foram extirpadas em quase 500 anos e não o serão.  O processo civjlizatório ocidental encontra no Brasil uma maneira diferente de acontecer, porque aqui existe um modo civilizacional próprio, americano, novo e, mais, afro-lafino-americano. É o que faz a grande distinção entre a modernidade tradicional deles e o nosso barroquismo contemporâneo.  A mistura foi feita aqui num grande caldeirão onde se miscigenou tudo e todos e ainda continua-se a fazê-lo. É o próprio Jeitinho brasileiro de ser polido e cortês, mesclando a civilidade com a barbárie das emoções, seja no público ou no privado.  A nossa corte continua presente, seja nos palácios ou nas avenidas, somos e representamos um ritual diário de rapapés e de assas-sinatos, belezas e misérias, religiosidade e racionalidade.  O gostar de fazer mil coisas ao mesmo tempo e fazê-las. O misturar, variar nossa modernidade num ritmo meio aluci-nante, como as batidas de um tamborim, é o que poderíamos dizer da essência da civili-zação brasileira. É só aspirar o perfume de nossas cidades e de seus moradores, hoje como ontem.  Não temos que imitar ninguém, sabemos que somos macacos, mangas, pedras, dos, peixes, florestas, beijos e sabemos que não existe pecado abaixo do Equa-dor: Nosso único pecado, se é que ele existe, é o de não nos valorizarmos como um povo abençoado por Deus e bonito .por natureza. Diferenças entre a Corte e Porto Alegre são poucas: aqui não temos o mar e o Cristo Re-dentor e, sim, um rio que não é rio e o Morro da Cruz.  Temos em comum o povo que, cara diz a piada do português, foi o pior que Deus poderia colocar aqui. Quer dizer nós brincamos com as coisas sérias e choramos de tanto rir e isto nos distingue aos olhos do mundo. Temos as cores, a sonoridade brasileira tirando música de diversos materiais da natureza, como faziam nossos índios; a gente brasileira, mistura de materiais e cores nas vestimentos, brilhos de vidrilhos e couro cru, madeira e areia.  O contraste de cores fa-zendo o claro e o escuro, formas moventes definindo uma beleza muito exclusiva, por que ela é feita da alegria da vida: suor e sangue.  Criatividade sensitiva, simples e com-plexa linguagem tropical. É o que se chama de sincretismo e de hibridismo de códigos e que defino como barroco-tropical.",Jussara Maria Pieruccini,HISTÓRIA,HISTÓRIA,Léa Freitas Perez
158362,1997,HISTORIA,A Classe Média vai ao Paraíso: JK em Manchete,Mestrado,"Este trabalho mostra a relação entre o Estado brasileiro, no período de 1956-1961, Anos JK, e a revista Manchete, quando esta,  apresentar e representar sistematicamente o Pla-no de Metas e Brasília, funciona como um Aparelho Ideológico do Estado. Ao represen-tar o Plano de Metas, a revista busca incorporar as classes médias, transformando-as em sujeitos do nacional-desenvolvimento.",Pedro Augusto Gomes Santos,HISTÓRIA,HISTÓRIA,René Ernaini Gertz
158363,1997,HISTORIA,Expansão Portuguesa na Região Oriental do Prata - A Ação do Estado Luso,Mestrado,"Este trabalho trata da ação do Estado português como participante do processo de ocu-pação territorial em parte da região platina oriental, nos séculos XVII e XVIII. Em para-lelo, destaca o caráter dinâmico adquirido pela referida região, a partir da interrelação de alguns grupos sociais que a compunham ou a estavam compondo.Esta ação, empreendida pelo Estado luso. é tratada ao longo do trabalho como sendo um fator externo, que insere-se no processo ocupacional vindo de fora para dentro da região platina, através desta ação que exerce um poder nos mais variados graus de in-tensidade. A visão é de uma ocupação da região platina por grupos que muitas vezes es-capam totalmente do controle do Estado, anulando o poder exercido por ele.Estuda-se assim, o grau de intensidade do poder estatal lusitano, conjugado às caracte-rísticas internas adquiridas pela região platina ao longo do tempo, tendo como resultante a permanência do português em partes do território disputado.",Alvaro de Souza Gomes Neto,HISTÓRIA,HISTÓRIA,Arno Alvarez Kern
158364,1997,HISTORIA,"CEPAL: Desenvolvimento Econômico, Integração e Agricultura",Mestrado,"O presente estudo sobre a história da integração contemporânea latino-americana obje-tiva historicizar o atual projeto neoliberal do Mercosul, que uniformiza os mais variados e diversos atores sociais diante do imperativo do mercado e minimiza a função social do Estado-Corporação como agente do desenvolvimento social. As temáticas apresentadas centralizam-se no pensamento de Prebisch/CEPAL sobre a condição histórica do subde-senvolvimento regional nos anos 1950/60; na experiência e vicissitudes da ALALC e ALADI; no pensamento cepalino sobre a integração nos anos 1990; no processo de constituição do Mercosul pós-85; na mobilização e crítica do ponto de vista dos trabalha-dores à dupla exclusão, socialmente localizada, do projeto oficial de integração no Cone Sul; e, no estudo de caso sobre o mundo do trabalho e as estratégias de renda dos pe-quenos proprietários rurais, do Alto Jacuí/RS, envolvidos na produção comercial do leite.Da  leitura de Prebisch foi destacada sua crítica à teoria neoclássica do comércio interna-cional e ao estrangulamento externo e interno latino-americano. Uma vez situado o refe-rencial teórico estruturalista dualista do autor, a importância do seu pensamento diz res-peito à primordialidade das mudanças estruturais como condição real à redistribuição de renda, diversa da modernidade conservadora, e ruptora do subdesenvolvimento.  Apontando a insuficiência dinâmica do desenvolvimento regional, do modelo de substi-tuição de importações, e contextualizando a relação centro-periferia, Prebisch via na in-tegração latino-americana, na reforma agrária e na ação racional e planejadora do Esta-do, a viabilidade da superação da condição periférica e da marginalidade sócio-econômica interna. Esta perspectiva também esteve presente no Tratado de Montevidéu, de 60, em seus princípios de gradualidade, reciprocidade e na condição de nação mais favorecida, além do tratamento especial à agricultura, enquanto espaço de maior pobre-za.Partindo da realidade latino-americana e internacional nos anos 80/90, da ""década per-dida"" e da globalização e liberalização da economia, a CEPAL apresenta como proposta de superação do ""novo dualismo"", a transformação produtiva com eqüidade na inserção competitiva, segundo seu enfoque integrado.A própria legislação governamental do Mercosul adquire um caráter nitidamente neoli-beral a partir do Tratado de Assunção, de 1991. A opção comercialista relega ao merca-do a condição de demiurgo da integração real, na mediação dos interlocutores sociais, independentemente da condição e função dos atores (governos, empresários e trabalha-dores). Rompendo com as abordagens meramente comparativas dos setores econômico-sociais no Mercosul, o estudo de caso das condições de vida, de trabalho e das relações interpessoais das famílias componesas, no Alto Jacuí/RS, envolvidas com a produção comercial do leite, acentua sua função social e suas estratégias de renda, no conjunto unifamiliar.",Paulo José Koling,HISTÓRIA,HISTÓRIA,Dorivaldo Walmor Poletto
158365,1997,HISTORIA,Espaço e Arqueologia nas Missões Jesuíticas: o Caso da Redução de São Josão Batista,Mestrado,"Os povoados que foram construídos pelos índios Guaranis junto aos missionários da Companhia de Jesus na região platina entre os séculos XVII e XVIII, significaram uma experiência impar na colonização européia da América do Sul. Estes antigos povoados, denominados Reduções, ocuparam uma extensa área em regiões que hoje compreen-dem os territórios do sul do Brasil, do noroeste argentino e leste do Paraguai, bem como parte do território uruguaio. Com uma distribuição espacial que combinava áreas urba-nas e áreas rurais, seus vestígios arqueológicos são mais expressivos nos locais onde ocorreram estruturas arquitetônicas de caráter urbano. No entanto, suas áreas rurais constituíram importantes setores de produção e reprodução da vida material e social destas comunidades. A arqueologia realizou nos últimos dez anos uma série de trabalhos em sítios arqueológicos de remanescentes destas Reduções jesuíticas, sobretudo nas áre-as urbanas. Intervenções arqueológicas ocorreram também nos sítios arqueológicos loca-lizados na Argentina e no Paraguai. Atualmente tem crescido em importância as preocupações de caráter espacial. Isto se dá pelo duplo aspecto, urbano e rural, da ocupação do espaço nestas Reduções. Neste sen-tido, o estudo das Reduções jesuíticas é visto a partir dos pressupostos teóricos e meto-dológicos da Arqueologia Espacial.  Este trabalho tem por objetivo apresentar algumas possibilidades da Arqueologia Espacial no esclarecimento de  questões relativas ao espa-ço missioneiro como um todo, visto a partir de suas unidades básicas, as Reduções. Como estudo de caso, realizou-se um levantamento do espaço da Redução de São João Batista, cujo sítio arqueológico encontra-se na região noroeste do Rio Grande do Sul, Brasil. Para realizar os levantamentos nas áreas urbanas e rurais propõe-se uma aborda-gem espacial, que leve em conta as contribuições das informações geográficas, topográ-ficas, cartográficas, bibliográficas, iconográficas, etc. Desta forma, o trabalho busca uma visão mais abrangente e interdisciplinar do espaço missioneiro.",Artur Henrique Franco Barcelos,HISTÓRIA,HISTÓRIA,Arno Alvarez Kern
158366,1997,HISTORIA,A Cidade Colonial no Brasil,Doutorado,"O presente trabalho aborda diversas questões referentes ao processo de urbanização no Brasil, durante o período colonial. Tal processo é visto como atendendo a determinados princípios, imanentes à lógica que conduziu a colonização lusitana, tal como foi desen-volvida em terras americanas. Desse modo, a ocupação do Brasil passa a ser vista como um empreendimento marcado por uma orientação urbana, desde seu início. Tal orienta-ção é entendida como característica de um contexto de sociedade agrária. Ao mesmo tempo, são abordados aspectos referentes à cultura brasileira durante os tempos coloni-ais, sendo considerados tais aspectos como demonstrativos de alguns elementos básicos, próprios do contexto luso-tropical. Nesse quadro, a noção de sincretismo adquire fun-damental importância.",Luiz Ricardo Michaelsen Centurião,HISTÓRIA,HISTÓRIA,Ruth Maria Chittó Gauer
158367,1997,HISTORIA,Mãos e Mós: Um Modelo de Circulação do Material Lítico no Sítio da Quitéria - RS,Mestrado,"O sítio RS-032 da Quitéria, situa-se no distrito de Quinta, município de Rio Grande. Neste trabalho pretende-se enfatizar as comunidades das ocupações pré-cerâmicas deste sítio, sob o prisma do material lítico. Busca-se um modelo de circulação destes artefatos dentro da comunidade. Em verdade, este padrão é fruto de um aprendizado acumulado na memória do artesão, saber, que expressa sua técnica, sua prática, sua cultura e tec-nologia. Para chegar até este modelo de circulação foram empregados dois trabalhos. O primeiro é sugerido por Micel Schiffer (1972)  e o segundo, adota a terminologia utilizada por Jacques Tixier et alii (1980).A abordagem sugerida busca através de um modelo de análise em que é possível acom-panhar os passos do trabalho com o lítico, tornar viável a construção de um contexto com base nos dados estudados. Desta forma, o pesquisador pode comparar o material coletado com as informações do contexto que ele reconstruiu e com o meio ambiente em que se localiza o sítio. Os vestígios de instrumentos líticos foram identificados a partir de seus atributos, ou seja, das marcas de trabalho e uso deixadas pela comunidade, as-sim pode-se situar os fragamentos de suportes brutos no estágio do modelo de circulação em que se encontravam, ou seja aquisição, manufatura, uso, manutenção, descarte ou reaproveitamento.A pesquisa demosntrou que a grande maioria dos artefatos foram confeccionados a par-tir de seixos rolados dos rios, e que as matérias-primas em torno do sítio nem sempre fo-ram as escolhidas para a produção de artefatos. A escassez foi compreendida quando se percebeu que a qualidade das matérias-primas locais não eram compatíveis com as ati-vidades desenvolvidas pelo grupo.O reaproveitamento também é perceptível dentre os suportes lascados, pois há lascas de reavivamento, ou seja, tiveram seus gumes retrabalhados para a utilização.",Gilmara Mariana Cecílio,HISTÓRIA,HISTÓRIA,Klaus Peter Kristian Hilbert
158368,1997,HISTORIA,A Colônia de São Leopoldo: a organização social dos imigrantes na fase pioneira (1824-1850),Doutorado,"O objeto deste estudo é a colonização de São Leopoldo, no Brasil Meridional, com imigrantes estrangeiros em pequenas propriedades, no período denominado pioneiro, entre 1824 e 1850, analisando a dinâmica das relações entre este grupo e a sociedade imperial brasileira, escravocrata, latifundiária e em processo de estruturação político-administrativa...Afastando-nos das perspectivas historiográficas sobre a colonização que enfatizam o isolamento dos imigrantes e do grupo colonial, priorizamos a análise das relações e da inserção, marcadamente tensas e conflituosas, como fundamentos para a própria organização social dos imigrantes.",Marcos Justo Tramontini,HISTÓRIA,HISTÓRIA,René Ernaini Gertz
158369,1997,HISTORIA,Prostituição: Uma Economia dos Corpos,Mestrado,"O trabalho enfoca os atuais territórios da prostituição a partir de uma perspectiva carto-gráfica. Estes se encontram inseridos nos movimentos de reterritorialização da subjetivi-dade capitalística, modificando concepções, condutas e valores fundamentados ao longo do século XIX. Constatam-se vários elementos que operam em sua configuração, possi-bilitando apreender segregações, conexões e distribuições relacionadas a códigos, juízos e posturas legitimadores dessas fronteiras histórica e socialmente construídas.",Gisele Soares Gallicchio,HISTÓRIA,HISTÓRIA,Francisco Coelho dos Santos
158370,1997,HISTORIA,"O Lugar, a Gente e as Coisas: um estudo sobre a história, a subsist~encia e a cultura material dos marroquianos da Serra das Araras, MT",Mestrado,"O presente trabalho aborda aspectos referentes à História, á subsistência e à cultura material dos Marroquinos, população tradicional que habita a região da Serra dos Ara-ras, no Estado de Mato Grosso, desde pelo menos o final do século XIX. Para a forma-ção étnica e cultural dos Marroquinos, contribuíram as três grandes ""matrizes""  formado-ras da nossa sociedade colonial e contemporânea: indígenas, europeus e africanos (incluindo os seus descendentes). A abordagenm teórico-metodológica empregada na  pesquisa inclui a utilização de dados bibliográficos, observações etnográficas e informa-ções orais, consideradas dentro dos quadros teóricos e conceituais da Antropologia, Ar-queologia e História. Deste modo, este trabalho visa contribuir para o conhecimento do processo de ocupação histórica da região da Serra das Araras, bem como fornecer sub-sídios para a implementação de futuros projetos de pesqusa, no campo da Arqueologia Histórica.",João Felipe Garcia da Costa,HISTÓRIA,HISTÓRIA,Klaus Peter Kristian Hilbert
158371,1997,HISTORIA,Historiografia Sul-Rio-Grandense: o lugar das Missões Jesuítico-Guaranis na Formação Histórica do Rio Grande do Sul (1819-1975),Doutorado,"A pesquisa analisou a produção historiográfica no Rio Grande do Sul entre 1819 e 1975, sistematizando as insterpretações sobre as Missões Jesuítico-Guaranis e sua inserção ou exclusão na formação histórica sul-rio-grandense.",Luiz Henrique Torres,HISTÓRIA,HISTÓRIA,Arno Alvarez Kern
158372,1997,HISTORIA,Antônio José Gonçalves Chaves: Considerações Acerca de um Projeto Econômico e Político do RS de Meados do Século XIX,Mestrado,"A presente pesquisa de dissertação trata da análise da obra intitulada: ""Memórias Ecô-nomo-políticas Sobre a administração Pública do Brasil."", de autoria de Antônio José Gonçalves Chaves, português estabelecido na cidade de Pelotas, Rio Grande do Sul, na condição de empresário do charque em meados do século XIX. A  posição de destaque que o mesmo alcançou com a prosperidade de seus negócios rendeu-lhe um certo reconhecimento junto ao seu meio social, fator esse que reverteu no exercício de alguns cargos públicos junto a sua província.Tal interesse pela vida pública instrumentaliza-se de maneira mais coesa na forma de um projeto de cunho econômico e político, produzido entre os anos de 1817 e 1823, para o Brasil de então. Texto este, anterior a qualquer  exercício administrativo  seu junto a província.Esta dissertação visa situar o ideário de Gonçalves Chaves junto ao seu período, a es-trutura de pensamento contida em suas ""Memórias"",  a partir da pespectiva de um perí-odo pós-Revolução Francesa, de efervecência capitalista com fortes tendências liberais emergentes. Verificar, portanto, em que nível são trabalhadas as idéias de progresso contínuo e de redenção futura, parte crucial do ideal modernizador.",Ricardo Antônio da Silveira,HISTÓRIA,HISTÓRIA,Margaret Marchiori Bakos
158373,1997,HISTORIA,Educação e Educadores em Porto Alegre: Um Estudo de Caso,Mestrado,"O trabalho analisa a organização e as propostas do ensino no Brasil e no Rio Grande do Sul, ao longo da Primeira República e do Estado Novo no País. A pesquisa enfatiza um estudo de caso: a atuação de Florinda Tubino Sampaio, professora e diretora de uma es-cola modelo em Porto Alegre: o Instituto de Educação General Flores da Cunha.O ensino brasileiro, na década de vinte, foi marcado por reformas em diversos estados e debates em torno do Movimento da Escola Nova. Com o início do processo de centrali-zação política no País, em 30, foi criado o Ministério da Educação e Cultura, que, du-rante o Estado Novo, desenvolveu uma política educacional mediadora para com as  propostas da Escola Nova e do ensino tradicional.    O Rio Grande do Sul realizou sua reforma no ensino público com o Secretário da Educa-ção, José Pereira Coelho de Souza, entre 37 e 45, que desenvolveu uma política educa-cional de construção da nacionalidade e de ampliação e eficiência da rede de ensino estadual.  Para a efetivação desse projeto reformador, o governo do estado contou com a partici-pação do Instituto de Educação, através de sua diretora. Florinda Tubino Sampaio des-tacou-se no cenário da educação rio-grandense, pela liderança assumida e pelas realiza-ções feitas, que contribuíram para a modernização do ensino, em articulação com o mo-vimento de renovação educacional no Rio Grande do Sul.",Ana Cristina Pires Beiser,HISTÓRIA,HISTÓRIA,Margaret Marchiori Bakos
158374,1997,HISTORIA,Do Chí ao Oiapoque: Migrações de Gaúchos para Roraima,Mestrado,"Este trabalho tem por objetivo examinar questões relativas às migrações internas no Brasil nas últimas três décadas, particularicando aquela realizada entre as regiões Sul, e Norte, enfocando o movimento entre Rio Garnde do Sul e Roraima. Para Tanto, as realidades dos dois estados são analisadas historicamente, definindo o contexto de expulsão e de atração. Dessa forma, são delimitadas motivações e características deste movimento populacional, assim como os agentes públicos e privados nele envolvidos e o seu im-pacto nas duas sociedades.",Carla Monteiro de Souza,HISTÓRIA,HISTÓRIA,Núncia Maria Santoro de Constantino
158375,1997,HISTORIA,A polícia política e a revista Visa Policial: uma face do Estado Novo no Rio Grande do Sul,Mestrado,"A polícia política e a revista Vida Policial foram um suporte do regime estadonovista no Rio Grande do Sul. Nesse contexto ambas desempenharam uma função vital para o sistema político do Estado Novo: expandir a ideologia estatal e reprimir os opositores políticos. Dessa forma o braço do regime no Rio Grande do Sul realizou sua tarefa no momento que institucionalizou os policiais, expandiu a rede de repressão em toda a região sul do país e criou raízes na sociedade brasileira.",Estela Carvalho Benevenuto,HISTÓRIA,HISTÓRIA,René Ernaini Gertz
158376,1997,HISTORIA,Bivalidades e Solidariedades: As Muitas Faces do Movimenti Operário Porto-Alegrense,Mestrado,"A intenção deste trabalho é resgatar uma pequena paracela da história do movimento operário porto-alegrense, buscando novas possibilidades interpretativas para fatos e fontes já anteriormente estudados. Utilizo, como marco temporal, o período que vai de 1906 - anos em que ocorre ""a greve dos 21 dias""  e a fundação da Federação Operária do Rio Grande do Sul (FORGS) - até 1911, quando se dá o acirramento da disputa in-terna pela diretoria dessa entidade.O objetivo geral do trabalho é analisar a disputa pela direção da FORGS, pensando aqui que ela ocorre de modo dinâmico entre grupos de diferentes orientações que nunca che-gam a superar definitivamente seus adversários, mantendo em seu bojo tanto caracterís-ticas de ruptura quanto de continuidade.Além desse objetivo geral existem dois objetivos específicos. São eles: o estudo das rela-ções operários-cidade, tendo em mente que é dentro do contexto da cidade moderna que se pode pensar a organização operária. E, em segundo lugar, a compreensão da im-portância da interação das vivências cotidianas - das rivalidades e solidariedade - com a militância operária, enfocando para isto, mais detidamente, o pleito pela direção da FORGS nos anos 1910/11 e o exemplo de uma história familiar de militantes sindicalistas postulantes do ideário anarquista",Isabel Aparecida Bilhão,HISTÓRIA,HISTÓRIA,René Ernaini Gertz
158377,1997,HISTORIA,Amazônia: a Construção de Uma Fronteira,Mestrado,"A fronteira Ocidental Amazônica enfrentou sérios problemas até que se estabelecesse seus marcos definitivos. Inicialmente, foi foco de disputa entre Portugueses e Espanhóis, em constantes avanços e recuos, por representar importante área estratégica. Posterior-mente, como centro de disputa entre os países latino-americanos que tiveram interesse no imenso rio-mar como porta de saída para o Oceano.Não apenas era importante a sua definição, como também a sua efetiva ocupação. Sendo uma fronteira geodésica, ficou sendo foco de constantes preocupação governamental. Sentindo a necessidade de res-guardo e proteção, muito se falou ao longo de sua história, mas poucos foram os resulta-dos positivos. Encravada numa região afastada dos centros de decisão, viu ao longo de sua história seu destino ser traçado por mãos estranhas. Mega-projetos arquitetados não obedeceram a realidade da natureza e se viram fadados ao fracasso. Ações individuais dos países que partilham a selva amazônica naquele espaço, não acrescentaram muito ao desenvolvimento das cidades que se formaram ao longo da fronteira. Problemas im-portantes, definidos no período colonial permaneceram aguardando uma ação combi-nada, planejada e projetada para o universo amazônico. Muitos governos passaram, muitas metas incluíram projetos que prometiam um futuro de desenvolvimento para as terras amazônicas. A realidade nunca correspondeu às promessas, a Amazônia espera que o presente se torne realidade, cansada de esperar por um futuro feito de promessas.",Lía Carmen Bisol,HISTÓRIA,HISTÓRIA,Braz Augusto Aquino Brancato
158378,1997,HISTORIA,Da Projeção do Espaço à Racionalização da Vida: O Novo Retrato da Cidade,Mestrado,"Este trabalho aborda o desenvolvimento urbano da cidade brasileira, visto a partir de seu enquadramento na formação urbana do mundo ocidental moderno.Partindo da conceitualização de modernidade, civilização e tradição analisa o modelo de planificação da cidade ocidental moderna, no qual o planejamento das cidades brasilei-ras está inserido.  Para isto formula um estudo comparativo dos projetos de reforma ur-bana do Rio de Janeiro e de Porto Alegre nas primeiras décadas do século XX.Aponta ainda a relação da planificação urbana com a medicina social, no sentido de compor um projeto profilático para a cidade.Dando ênfase a análise de caso de Porto Alegre, através dos primeiros projetos de re-forma da cidade, este estudo conclui que a planificação urbana moderna no Brasil confi-gura-se em tensão com sua tradição colonial.",Janeska Widholzer,HISTÓRIA,HISTÓRIA,Léa Freitas Perez
158379,1997,HISTORIA,Mobilidade Mbyá: História e Significação,Mestrado,"Esta dissertação aborda a freqüência e a intensidade dos deslocamentos atuais efetiva-dos pelos Mbyá-Guarani no Rio Grande do Sul, analisando causas e conseqüência deste fenômeno a partir da interface entre história e etnologia. A interseção entre história e cultura permite visualizar, distinguir e compreender as diferentes justificativas muito pró-ximas ao ponto de vista êmico.A abordagem focaliza a mobilidade como um mecanismo que busca responder aos pro-cessos de desterritorialização e à pressão do contato interétnico. No primeiro caso, a mobilidade verifica-se como uma medida reativa e compensatória, isto é, ao serem des-territorializados os Mbyá buscam reterritorializarem-se. Quanto ao segundo aspecto, a mobilidade é interpretada como uma eficaz estratégia que permite resistir, arrefecer e driblar o controle e a pressão externas sobre o ""modo de ser"" Mbyá.Concomitantemente aos processos de desterritorialização e reterritorialização, analisa-se a ocorrência de uma série de de reelaborações na esfera da estrutura cultural. Tal é o caso, por exemplo, da concepção de território, da organização social e das estratégias de relacionamento com a sociedade envolvente em vista à retenção e manutenção dos as-pectos culturais indispensáveis à identidade de grupo étnico diferenciado.À raiz dos deslocamentos atuais, portanto, estão associadas várias motivações. Esta análise – sustentada na pluricausalidade – questiona a aplicação de termos e expressões atribuídos a esta ""característica"" cultural. Questiona-se, por exemplo, a aplicabilidade das justificativas da busca da ""Terra-Sem-Males"", do nomadismo...A dinâmica espacial, para o caso em questão, não pode ser aplicada a idéia de uma ca-racterística cultural cristalizada e que vem se perpetuando mecanicamente ao longo dos tempos. A mobilidade se constitui de uma rede complexa de elementos que se combi-nam e se rearranjam de acordo com cada contexto. Esta complexidade é a síntese entre estrutura e história. E, ao analisar o presente etnográfico com uma perspectiva histórica, é que se ampliam as possibilidades de visualizar as significações dos movimentos",Ivori José Garlet,HISTÓRIA,HISTÓRIA,Maria Cristina dos Santos
